Code,Name,City,Latitude,Longitude
10C,Galt Field Airport,Greenwood,42.4028889,-88.3751111
X01,Everglades Airpark,Everglades,25.8488611,-81.3902778
TOG,Togiak Airport,Togiak Village,59.0528,-160.397
PTH,Port Heiden Airport,Port Heiden,56.9591,-158.633
KVC,King Cove Airport,King Cove,55.1163,-162.266
KNW,New Stuyahok Airport,New Stuyahok,59.4499,-157.328
IGG,Igiugig Airport,Igiugig,59.324,-155.902
DRG,Deering Airport,Deering,66.0696,-162.766
SDP,Sand Point Airport,Sand Point,55.315,-160.523
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,39.7079,-77.7295
KPC,Port Clarence Coast Guard Station,Port Clarence,65.2537,-166.859
ARC,Arctic Village Airport,Arctic Village,68.1147,-145.579
WTK,Noatak Airport,Noatak,67.5661,-162.975
SVA,Savoonga Airport,Savoonga,63.6864,-170.493
SHH,Shishmaref Airport,Shishmaref,66.2496,-166.089
RBY,Ruby Airport,Ruby,64.7272,-155.47
PHO,Point Hope Airport,Point Hope,68.3488,-166.799
MYU,Mekoryuk Airport,Mekoryuk,60.3714,-166.271
KVL,Kivalina Airport,Kivalina,67.7362,-164.563
KSM,St Marys Airport,St Mary's,62.0605,-163.302
KAL,Kaltag Airport,Kaltag,64.3191,-158.741
HPB,Hooper Bay Airport,Hooper Bay,61.5239,-166.147
GAM,Gambell Airport,Gambell,63.7668,-171.733
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,70.4673,-157.436
ANV,Anvik Airport,Anvik,62.6467,-160.191
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,68.1336,-151.743
GYY,Gary Chicago International Airport,Gary,41.6163,-87.4128
BRD,Brainerd Lakes Rgnl,Brainerd,46.398308,-94.138078
LWB,Greenbrier Valley Airport,Lewisburg,37.858333,-80.399444
PGV,Pitt-Greenville Airport,Greenville,35.635278,-77.385278
CYF,Chefornak Airport,Chefornak,60.149167,-164.285556
OXR,Oxnard - Ventura County,Oxnard,34.200833,-119.207222
BKG,Branson LLC,Branson,36.531994,-93.200556
ZBP,Penn Station,Baltimore,39.307222,-76.615556
ZYP,Penn Station,New York,40.7505,-73.9935
SCH,Stratton ANGB - Schenectady County Airpor,Scotia NY,42.85245555,-73.92886667
UST,St. Augustine Airport,St. Augustine Airport,29.959167,-81.339722
STS,Charles M Schulz Sonoma Co,Santa Rosa,38.508978,-122.81288
ISM,Kissimmee Gateway Airport,Kissimmee,28.289806,-81.437083
LCQ,Lake City Municipal Airport,Lake City,30.181944,-82.576944
LGU,Logan-Cache,Logan,41.791,-111.852
BMC,Brigham City,Brigham City,41.552,-112.062
MLD,Malad City,Malad City,42.17,-112.289
ASE,Aspen Pitkin County Sardy Field,Aspen,39.2232,-106.869
HHH,Hilton Head,Hilton Head,32.216,-80.752
ZFV,Philadelphia 30th St Station,Philadelphia,39.9557,-75.182
BWD,KBWD,Brownwood,31.7936111,-98.9565
LXY,Mexia - Limestone County Airport,Mexia,31.6411783,-96.5144594
ERV,Kerrville Municipal Airport,Kerrville,29.9766667,-99.0854722
GED,Sussex Co,Georgetown,38.689194,-75.358889
GBN,Great Bend Municipal,Great Bend,38.344167,-98.859167
HYS,Hays Regional Airport,Hays,38.8422,-99.2732
SUS,Spirit Of St Louis,Null,38.662119,-90.652044
LYU,Ely Municipal,Ely,47.824444,-91.830833
GPZ,Grand Rapids Itasca County,Grand Rapids MN,47.211111,-93.509722
TVF,Thief River Falls,Thief River Falls,48.065556,-96.185
EGV,Eagle River,Eagle River,45.932333,-89.268283
ARV,Lakeland,Minocqua - Woodruff,45.927778,-89.730833
IKV,Ankeny Regl Airport,Ankeny,41.691389,-93.566389
NGP,Corpus Christi NAS,Corpus Christi,27.692701,-97.290376
AVX,Avalon,Catalina Island,33.405,-118.415833
MHV,Mojave,Mojave,35.059364,-118.151856
KEH,Kenmore Air Harbor Inc Seaplane Base,Kenmore,47.7548,-122.259
HUT,Hutchinson Municipal Airport,Hutchinson,38.0655,-97.8606
EGA,Eagle County Airport,Eagle,39.6427611,-106.9159347
STJ,Rosecrans Mem,Rosecrans,39.771944,-94.909706
ZRT,Hartford Union Station,Hartford,41.76888,-72.6815
ZTF,Stamford Amtrak Station,Stamford,41.046937,-73.541493
ZRP,Newark Penn Station,Newark,40.734722,-74.164167
VOK,Volk Fld,Camp Douglas,43.938956,-90.253433
GUC,Gunnison - Crested Butte,Gunnison,38.533889,-106.933056
TOA,Zamperini Field Airport,Torrance,33.803392,-118.339611
MBL,Manistee County-Blacker Airport,Manistee,44.2725,-86.246944
PGD,Charlotte County-Punta Gorda Airport,Punta Gorda,26.919722,-81.990556
JGC,Grand Canyon Heliport,Grand Canyon,35.96666666,-112.1333333
WFK,Northern Aroostook Regional Airport,Frenchville,47.285556,-68.312778
JHW,Chautauqua County-Jamestown,Jamestown,42.153333,-79.258056
SME,Lake Cumberland Regional Airport,Somerset,37.053611,-84.615556
SHD,Shenandoah Valley Regional Airport,Weyers Cave,38.263889,-78.896389
DVL,Devils Lake Regional Airport,Devils Lake,48.114444,-98.908611
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,46.7975,-102.801944
SDY,Sidney-Richland Municipal Airport,Sidney,47.706944,-104.1925
CDR,Chadron Municipal Airport,Chadron,42.8375,-103.095556
AIA,Alliance Municipal Airport,Alliance,42.053333,-102.803889
MCK,McCook Regional Airport,McCook,40.206389,-100.592222
MTH,Florida Keys Marathon Airport,Marathon,24.726111,-81.051389
GDV,Dawson Community Airport,Glendive,47.138611,-104.807222
OLF,LM Clayton Airport,Wolf Point,48.094444,-105.575
WYS,Yellowstone Airport,West Yellowstone,44.688333,-111.1175
ALS,San Luis Valley Regional Airport,Alamosa,37.435,-105.866667
CNY,Canyonlands Field,Moab,38.755,-109.754722
ELY,Ely Airport,Ely,39.299722,-114.841944
VEL,Vernal Regional Airport,Vernal,40.440833,-109.51
SRR,Sierra Blanca Regional Airport,Ruidoso,33.46285,-105.534751
SOW,Show Low Regional Airport,Show Low,34.265556,-110.005556
MYL,McCall Municipal Airport,McCall,44.889722,-116.101389
SMN,Lemhi County Airport,Salmon,45.123889,-113.881389
MMH,Mammoth Yosemite Airport,Mammoth Lakes,37.624049,-118.837772
FRD,Friday Harbor Airport,Friday Harbor,48.521944,-123.024444
ESD,Orcas Island Airport,Eastsound,48.708056,-122.910556
OTS,Anacortes Airport,Anacortes,48.498889,-122.6625
AST,Astoria Regional Airport,Astoria,46.157972,-123.878694
ONP,Newport Municipal Airport,Newport,44.580361,-124.057917
EMK,Emmonak Airport,Emmonak,62.786111,-164.490833
UNK,Unalakleet Airport,Unalakleet,63.888333,-160.798889
UUK,Ugnu-Kuparuk Airport,Kuparuk,70.330833,-149.5975
SHX,Shageluk Airport,Shageluk,62.692222,-159.569167
CHU,Chuathbaluk Airport,Chuathbaluk,61.579167,-159.215556
NUI,Nuiqsut Airport,Nuiqsut,70.21,-151.005556
EEK,Eek Airport,Eek,60.213611,-162.043889
KUK,Kasigluk Airport,Kasigluk,60.873333,-162.524444
KWT,Kwethluk Airport,Kwethluk,60.790278,-161.443611
KWK,Kwigillingok Airport,Kwigillingok,59.876389,-163.168611
MLL,Marshall Don Hunter Sr. Airport,Marshall,61.8646418,-162.026111
RSH,Russian Mission Airport,Russian Mission,61.775,-161.319444
WTL,Tuntutuliak Airport,Tuntutuliak,60.335278,-162.666944
KEK,Ekwok Airport,Ekwok,59.356944,-157.471111
KGK,Koliganek Airport,Koliganek,59.726667,-157.259444
KLL,Levelock Airport,Levelock,59.128056,-156.858611
KMO,Manokotak Airport,Manokotak,58.990278,-159.05
TWA,Twin Hills Airport,Twin Hills,59.074444,-160.275
CIK,Chalkyitsik Airport,Chalkyitsik,66.645,-143.74
EAA,Eagle Airport,Eagle,64.778056,-141.149722
HUS,Hughes Airport,Hughes,66.039167,-154.264722
HSL,Huslia Airport,Huslia,65.697778,-156.351389
LIV,Livingood Airport,Livingood,65.531111,-148.541111
MNT,Minto Airport,Minto,65.143611,-149.37
NUL,Nulato Airport,Nulato,64.729444,-158.074167
RMP,Rampart Airport,Rampart,65.507778,-150.140833
TAL,Tanana Airport,Tanana,65.179556,-152.075833
VEE,Venetie Airport,Venetie,67.008611,-146.366389
WBQ,Beaver Airport,Beaver,66.362222,-147.406667
CEM,Central Airport,Central,65.573889,-144.780833
SHG,Shungnak Airport,Shungnak,66.888056,-157.1625
KBC,Birch Creek Airport,Brich Creek,66.256708,-145.815319
CXF,Coldfoot Airport,Coldfoot,67.251389,-150.176111
IYK,Inyokern Airport,Inyokern,35.658889,-117.829444
VIS,Visalia Municipal Airport,Visalia,36.318611,-119.392778
MCE,Merced Municipal Airport,Merced,37.284722,-120.513889
AGN,Angoon Seaplane Base,Angoon,57.503611,-134.585
ELV,Elfin Cove Seaplane Base,Elfin Cove,58.195278,-136.3475
TKE,Tenakee Seaplane Base,Tenakee Springs,57.779722,-135.218333
PEC,Pelican Seaplane Base,Pelican,57.955278,-136.236389
CYM,Chatham Seaplane Base,Sitka,57.515,-134.946111
FNR,Funter Bay Seaplane Base,Funter Bay,58.254444,-134.897778
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,58.420556,-135.449167
HNH,Hoonah Airport,Hoonah,58.096111,-135.409722
AFE,Kake Airport,Kake,56.961389,-133.910278
CGA,Craig Seaplane Base,Craig,55.478889,-133.147778
HYL,Hollis Seaplane Base,Hollis,55.481667,-132.646111
MTM,Metlakatla Seaplane Base,Metakatla,55.131111,-131.578056
KTB,Thorne Bay Seaplane Base,Thorne Bay,55.688056,-132.536667
HYG,Hydaburg Seaplane Base,Hydaburg,55.206389,-132.828333
WHD,Hyder Seaplane Base,Hyder,55.903333,-130.006667
KPB,Point Baker Seaplane Base,Point Baker,56.351944,-133.6225
PPV,Port Protection Seaplane Base,Port Protection,56.328889,-133.61
WWP,North Whale Seaplane Base,North Whale Pass,56.116389,-133.121667
KCQ,Chignik Lake Airport,Chignik Lake,56.255,-158.775278
EGX,Egegik Airport,Egegik,58.185556,-157.375556
KCL,Chignik Lagoon Airport,Chignik Lagoon,56.311111,-158.534167
KBW,Chignik Bay Seaplane Base,Chignik,56.295556,-158.401398
KPV,Perryville Airport,Perryville,55.906667,-159.160833
PIP,Pilot Point Airport,Pilot Point,57.585393,-157.571944
WSN,South Naknek Airport,South Naknek,58.702222,-157.0025
AKK,Akhiok Airport,Akhiok,56.938611,-154.1825
KYK,Karuluk Airport,Karluk,57.566944,-154.450278
KLN,Larsen Bay Airport,Larsen Bay,57.535,-153.976667
OLH,Old Harbor Airport,Old Harbor,57.218056,-153.269722
KOZ,Ouzinkie Airport,Ouzinkie,57.922876,-152.500511
ORI,Port Lions Airport,Port Lions,57.885278,-152.846111
ALZ,Alitak Seaplane Base,Lazy Bay,56.899444,-154.247778
AOS,Amook Bay Seaplane Base,Amook Bay,57.471389,-153.815278
KKB,Kitoi Bay Seaplane Base,Kitoi Bay,58.190833,-152.370556
KMY,Moser Bay Seaplane Base,Moser Bay,57.025556,-154.145833
KOY,Olga Bay Seaplane Base,Olga Bay,57.161389,-154.229722
KPY,Port Bailey Seaplane Base,Port Bailey,57.93,-153.040556
KPR,Port Williams Seaplane Base,Port Williams,58.49,-152.582222
SYB,Seal Bay Seaplane Base,Seal Bay,58.166667,-152.5
WSJ,San Juan - Uganik Seaplane Base,San Juan,57.730278,-153.320556
KWP,West Point Village Seaplane Base,West Point,57.77,-153.548889
KZB,Zachar Bay Seaplane Base,Zachar Bay,57.55,-153.75
ABL,Ambler Airport,Ambler,67.106389,-157.8575
BKC,Buckland Airport,Buckland,65.981667,-161.149167
IAN,Bob Baker Memorial Airport,Kiana,66.975833,-160.436667
OBU,Kobuk Airport,Kobuk,66.912222,-156.897222
ORV,Robert Curtis Memorial Airport,Noorvik,66.8175,-161.022222
WLK,Selawik Airport,Selawik,66.6,-159.985833
KTS,Brevig Mission Airport,Brevig Mission,65.331389,-166.465833
ELI,Elim Airport,Elim,64.615,-162.270556
GLV,Golovin Airport,Golovin,64.550556,-163.007222
TLA,Teller Airport,Teller,65.240278,-166.339444
WAA,Wales Airport,Wales,65.6225,-168.095
WMO,White Mountain Airport,White Mountain,64.689167,-163.412778
CIL,Council Airport,Council,64.897778,-163.703333
KKA,Koyuk Alfred Adams Airport,Koyuk,64.939444,-161.154167
SMK,St. Michael Airport,St. Michael,63.49,-162.110278
SKK,Shaktoolik Airport,Shaktoolik,64.371111,-161.223889
WBB,Stebbins Airport,Stebbins,63.515833,-162.278056
TNC,Tin City LRRS Airport,Tin City,65.563056,-167.921667
AKB,Atka Airport,Atka,52.220278,-174.206389
IKO,Nikolski Air Station,Nikolski,52.941667,-168.848889
ICY,Icy Bay Airport,Icy Bay,59.968889,-141.661667
CYT,Yakataga Airport,Yakataga,60.081901,-142.493611
AUK,Alakanuk Airport,Alakanuk,62.68,-164.66
SXP,Sheldon Point Airport,Nunam Iqua,62.520556,-164.847778
KPN,Kipnuk Airport,Kipnuk,59.933056,-164.030556
KFP,False Pass Airport,False Pass,54.8475,-163.410278
NLG,Nelson Lagoon,Nelson Lagoon,56.0075,-161.160278
PML,Port Moller Airport,Cold Bay,56.006111,-160.560833
KLW,Klawock Airport,Klawock,55.579167,-133.076111
KWN,Quinhagak Airport,Quinhagak,59.755,-161.845278
KOT,Kotlik Airport,Kotlik,63.030556,-163.532778
KYU,Koyukuk Airport,Koyukuk,64.875833,-157.730556
SCM,Scammon Bay Airport,Scammon Bay,61.845278,-165.571389
NNL,Nondalton Airport,Nondalton,59.966944,-154.851667
PDB,Pedro Bay Airport,Pedro Bay,59.782222,-154.1325
NUP,Nunapitchuk Airport,Nunapitchuk,60.905833,-162.439167
KKH,Kongiganak Airport,Kongiganak,59.960833,-162.881111
NIB,Nikolai Airport,Nikolai,63.010833,-154.383889
TCT,Takotna Airport,Takotna,62.971944,-156.082778
PQS,Pilot Station Airport,Pilot Station,61.934444,-162.899444
AKI,Akiak Airport,Akiak,60.902778,-161.230556
TLT,Tuluksak Airport,Tuluksak,61.096944,-160.969444
KGX,Grayling Airport,Grayling,62.894444,-160.065
AIN,Wainwright Airport,Wainwright,70.638056,-159.994722
NCN,Chenega Bay Airport,Chenega,60.077222,-147.991944
CZN,Chisana Airport,Chisana,62.071111,-142.048333
6K8,Tok Junction Airport,Tok,63.329444,-142.953611
IRC,Circle City Airport,Circle,65.827778,-144.076111
KCC,Coffman Cove Seaplane Base,Coffman Cove,56.014722,-132.833889
CKD,Crooked Creek Airport,Crooked Creek,61.867778,-158.135
RDV,Red Devil Airport,Red Devil,61.788056,-157.350278
SLQ,Sleetmute Airport,Sleetmute,61.700566,-157.165833
SRV,Stony River 2 Airport,Stony River,61.7875,-156.591111
HKB,Healy River Airport,Healy,63.8675,-148.968889
KAE,Kake Seaplane Base,Kake,56.973056,-133.945556
AQC,Klawock Seaplane Base,Klawock,55.554658,-133.101693
MHM,Minchumina Airport,Lake Minchumina,63.886111,-152.301944
MLY,Manley Hot Springs Airport,Manley Hot Springs,64.9975,-150.644167
STG,St. George Airport,St. George,56.577222,-169.663611
TEK,Tatitlek Airport,Tatitlek,60.8725,-146.691111
WFB,Ketchikan harbor Seaplane Base,Ketchikan,55.344444,-131.663333
CPS,St. Louis Downtown Airport,East St. Louis,38.5707244,-90.1562211
MRB,Eastern WV Regional Airport,Martinsburg,39.2407,-77.591
RKH,Rock Hill York Co Bryant Airport,Rock Hill,34.9878,-81.0572
AGC,Allegheny County Airport,Pittsburgh,40.3544,-79.9302
NZC,Cecil Field,Jacksonville,30.2187,-81.8767
FTY,Fulton County Airport Brown Field,Atlanta,33.7791,-84.5214
60J,Ocean Isle Beach Airport,Ocean Isle Beach,33.9085056,-78.4366722
OSU,Ohio State University Airport,Columbus,40.0798,-83.073
ADS,Addison,Addison,32.9685594,-96.8364478
DTS,Destin,Destin,30.4000611,-86.4714772
RBN,Fort Jefferson,Fort Jefferson - Dry Tortugas,24.61667,-82.86667
ISO,Kinston Regional Jetport,Kinston,35.331389,-77.608889
FFA,First Flight Airport,Kill Devil Hills,36.02,-75.67
PVU,Provo Municipal Airport,Provo,40.21805555,-111.7222222
SBS,Steamboat Springs Airport-Bob Adams Field,Steamboat Springs,40.51625,-106.8663056
DTA,Delta Municipal Airport,Delta,39.3806386,-112.5077147
RIF,Richfield Minicipal Airport,Richfield,38.7364361,-112.0989444
PUC,Carbon County Regional-Buck Davis Field,Price,39.609722,-110.75278
LAM,Los Alamos Airport,Los Alamos,35.8798019,-106.2694153
BXS,Borrego Valley Airport,Borrego Springs,33.2590278,-116.3209722
HII,Lake Havasu City Airport,Lake Havasu City,34.5711111,-114.3582778
INW,Winslow-Lindbergh Regional Airport,Winslow,35.0219167,-110.7225278
DGL,Douglas Municipal Airport,Douglas,31.3426028,-109.5064544
BOW,Bartow Municipal Airport,Bartow,27.9434,-81.7834
LVK,Livermore Municipal,Livermore,37.41362,-121.49133
MPI,MariposaYosemite,Mariposa,37.3039,-120.0222
TRM,Jacqueline Cochran Regional Airport,Palm Springs,33.626666,-116.1596667
SMO,Santa Monica Municipal Airport,Santa Monica,34.0158333,-118.4513056
UDD,Bermuda Dunes Airport,Palm Springs,33.7484375,-116.2748133
ZSY,Scottsdale Airport,Scottsdale,33.6228889,-111.9105278
OLM,Olympia Regional Airpor,Olympia,46.9694044,-122.9025447
DWA,Yolo County Airport,Davis-Woodland-Winters,38.5793889,-121.8569444
RIL,Garfield County Regional Airport,Rifle,39.5263056,-107.7269444
SAA,Shively Field Airport,SARATOGA,41.4448594,-106.8235264
PDK,Dekalb-Peachtree Airport,Atlanta,33.8756111,-84.3019722
BMG,Monroe County Airport,Bloomington,39.1460208,-86.6166805
SUA,Witham Field Airport,Stuart,27.1816996,-80.221294
MMU,Morristown Municipal Airport,Morristown,40.79935,-74.4148747
APC,Napa County Airport,Napa,38.2131944,-122.2806944
SDM,Brown Field Municipal Airport,San Diego,32.5722722,-116.9801611
PHK,Pahokee Airport,Pahokee,26.789,-80.692
ECP,Panama City-NW Florida Bea.,Panama City,30.3417,-85.7973
SBD,San Bernardino International Airport,San Bernardino,34.0953521,-117.2348722
SQL,San Carlos Airport,San Carlos,37.511944,-122.249444
RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,35.8563,-77.8919
SXQ,Soldotna Airport,Soldotna,60.4749583,-151.0382389
SEE,Gillespie,El Cajon,32.8262222,-116.9724444
TKF,Truckee-Tahoe Airport,Truckee,39.3200422,-120.1395628
MGR,Moultrie Municipal Airport,Moultrie,31.0849167,-83.80325
RYY,Cobb County Airport-Mc Collum Field,Atlanta,34.0131569,-84.5970556
ONH,Oneonta Municipal Airport,Oneonta,42.524722,-75.064444
4U9,Dell Flight Strip,Dell,44.7357483,-112.7200133
LVM,Mission Field Airport,Livingston-Montana,45.6993889,-110.4483056
6S0,Big Timber Airport,Big Timber,45.8063889,-109.9811111
BIV,Tulip City Airport,Holland,42.7427778,-86.1078333
JRA,West 30th St. Heliport,New York,40.7545,-74.0071
LAL,Lakeland Linder Regional Airport,Lakeland,27.9889167,-82.0185556
IDL,Idlewild Intl,New York,40.639751,-73.778924
RBK,French Valley Airport,Murrieta-Temecula,33.5741791,-117.1284732
PCW,Erie-Ottawa Regional Airport,Port Clinton,41.5162703,-82.8694868
MGY,Dayton-Wright Brothers Airport,Dayton,39.5889722,-84.2248611
RID,Richmond Municipal Airport,Richmond,39.7561006,-84.8427175
FDY,Findlay Airport,Findley,41.0120278,-83.6686111
SPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,44.4811407,-103.7860053
OLV,Olive Branch Muni,Olive Branch,34.876944,-89.783333
BJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,39.90888888,-105.1172222
SLE,McNary Field,Salem,44.9095,-123.003
UTM,Tunica Municipal Airport,Tunica,34.681,-90.3467
MWC,Lawrence J Timmerman Airport,Milwaukee,43.1103889,-88.0344167
JVL,Southern Wisconsin Regional Airport,Janesville,42.62025,-89.0415556
GKY,Arlington Municipal,Arlington,32.6638611,-97.0942778
LZU,Gwinnett County Airport-Briscoe Field,Lawrenceville,33.9780761,-83.9623772
BWG,Bowling Green-Warren County Regional Airport,Bowling Green,36.9645278,-86.4196667
RVS,Richard Lloyd Jones Jr Airport,Tulsa,36.0396111,-95.9846389
BCE,Bryce Canyon,Bryce Canyon,37.706444,-112.145806
BUY,Burlington-Alamance Regional Airport,Burlington,36.0485433,-79.4748892
JCI,New Century AirCenter Airport,Olathe,38.8309167,-94.8903056
ESN,Easton-Newnam Field Airport,Easton,38.8041667,-76.069
R49,Ferry County Airport,Republic,48.7182058,-118.6564714
MYV,Yuba County Airport,Yuba City,39.0553,-121.3411
DUC,Halliburton Field Airport,Duncan,34.4713056,-97.9598611
E91,Chinle Municipal Airport,Chinle,36.1108806,-109.5754222
UVA,Garner Field,Uvalde,29.215429,-99.748962
LOT,Lewis University Airport,Lockport,41.606326,-88.083003
C16,Frasca Field,Urbana,40.144979,-88.200197
CCR,Buchanan Field Airport,Concord,37.9896667,-122.0568889
OCA,Key Largo,Ocean Reef Club Airport,25.325393,-80.274775
SGH,Springfield-Beckly Municipal Airport,Springfield,39.8402778,-83.8401667
MPB,Miami Seaplane Base,Miami,25.7783,-80.1703
TOP,Philip Billard Muni,Topeka,39.068657,-95.622482
EMP,Emporia Municipal Airport,Emporia,38.3321,-96.1912
TKI,Collin County Regional Airport at Mc Kinney,DALLAS,33.1779444,-96.5905278
PWK,Chicago Executive,Chicago-Wheeling,42.1142897,-87.9015376
KLS,Kelso Longview,Kelso,46.118,-122.898389
3W2,Put-in-Bay Airport,Put-in-Bay,41.3521,-82.497
TWD,Jefferson County Intl,Port Townsend,48.0314,-122.4838
38W,Lynden Airport,Lynden,48.9558961,-122.4581183
0S9,Jefferson County Intl,Port Townsend,48.0538086,-122.8106436
ZRD,Train Station,Richmond,37.5343,-77.42945
ILN,Wilmington Airborne Airpark,Wilmington,39.42792,-83.792118
AVW,Marana Regional,Tucson,32.409556,-111.218388
CGZ,Casa Grande Municipal Airport,Casa Grande,32.954889,-111.766832
BXK,Buckeye Municipal Airport,Buckeye,33.420417,-112.68618
E63,Gila Bend Municipal Airport,Gila Bend,32.960169,-112.673636
MMI,McMinn Co,Athens,35.39919,-84.56177
STK,Sterling Municipal Airport,Sterling,40.6153136,-103.2648454
RWL,Rawlins Municipal Airport-Harvey Field,Rawlins,41.8055975,-107.19994
CDW,Caldwell Essex County Airport,Caldwell,40.8752222,-74.2813611
AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,38.096035,-92.5494875
L35,Big Bear City,Big Bear,34.2637778,-116.8560278
TVI,Thomasville Regional Airport,Thomasville,30.9017921,-83.8811285
HSH,Henderson Executive Airport,Henderson,35.972778,-115.134444
TMA,Henry Tift Myers Airport,Tifton,31.4289814,-83.488545
DVT,Deer Valley Municipal Airport,Phoenix ,33.4117,112.457
